company,legal_name,dba_name,email,phone,city,state,zip,address,usdot,power_units,truck_units,metro,nearest_hub,mi_nearest,mi_sac,mi_oak,lat,lng,carrier_operation,classdef,safer_url,source
TANIMURA AND ANTLE INC,TANIMURA AND ANTLE INC,,urielperez@taproduce.com,8314554014,SPRECKLES,CA,93908,# 1 HARRIS ROAD,357043,179,121,Bay,Oakland,87.8,133.5,87.8,36.65174,-121.59944,A,"PRIVATE PROPERTY;PRIVATE PASSENGER, NON-BUSINESS;OTHER-AGRICULTURE;EXEMPT FOR HIRE",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=357043,fmcsa_census_az4n-8mr2
PARK GREENHOUSE INC,PARK GREENHOUSE INC,,parkgreenhouse@gmail.com,2095997545,RIPON,CA,95366,12813 E  WEST RIPON ROAD,357999,4,4,Sacramento,Sacramento,60.0,60.0,62.6,37.76277,-121.12528,C,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=357999,fmcsa_census_az4n-8mr2
LIFT-U & MURRAY TRAILERS,HOGAN MANUFACTURING INC,LIFT-U & MURRAY TRAILERS,tylerl@hoganmfg.com,2098387323,ESCALON,CA,95320,1638 MAIN STREET,359728,3,3,Sacramento,Sacramento,58.6,58.6,69.1,37.8256,-121.00516,C,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=359728,fmcsa_census_az4n-8mr2
VSS EMULTECH,VSS INTERNATIONAL INC,VSS EMULTECH,jessica.blanco@slurry.com,9162968887,WEST SACRAMENTO,CA,95691,3785 CHANNEL DRIVE,359994,131,110,Sacramento,Sacramento,6.2,6.2,67.8,38.62795,-121.59329,A,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=359994,fmcsa_census_az4n-8mr2
SCHULER TRUCKING INC,SCHULER TRUCKING INC,,schtruck@aol.com,2098382417,ESCALON,CA,95320,1670 JERRY AVENUE,364988,2,2,Sacramento,Sacramento,58.6,58.6,69.1,37.8256,-121.00516,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=364988,fmcsa_census_az4n-8mr2
SME,SIERRA MOUNTAIN EXPRESS INC,SME,estallings@smetransport.com,8004264255,EL DORADO HILLS,CA,95762,1140 SUNCAST LANE,365516,8,8,Sacramento,Sacramento,24.3,24.3,89.4,38.68509,-121.06377,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=365516,fmcsa_census_az4n-8mr2
BERNARD A WEVER TRUCKING,BARRY M WEVER INC,BERNARD A WEVER TRUCKING,mike@wevertrucking.com,2095996666,RIPON,CA,95366,777 SOUTH LOCUST AVENUE,365887,9,9,Sacramento,Sacramento,60.0,60.0,62.6,37.76277,-121.12528,A,AUTHORIZED FOR HIRE;EXEMPT FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=365887,fmcsa_census_az4n-8mr2
EVANS FARMING INC,EVANS FARMING INC,,office@evansfarming.com,5306952547,LIVE OAK,CA,95953,6266 PENNINGTON RD,367718,7,7,Sacramento,Sacramento,49.2,49.2,104.0,39.25902,-121.77683,C,PRIVATE PROPERTY;AUTHORIZED FOR HIRE;EXEMPT FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=367718,fmcsa_census_az4n-8mr2
ORBIT MOVING & STORAGE INC,ORBIT MOVING & STORAGE INC,,orbitmoving@fostervanlines.com,5102343707,RICHMOND,CA,94804,167 SOUTH SECOND ST,369367,2,2,Bay,Oakland,8.6,65.0,8.6,37.91656,-122.34123,C,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=369367,fmcsa_census_az4n-8mr2
YOUNGMAN TRUCKING INC,YOUNGMAN TRUCKING INC,,youngmantrucking@yahoo.com,5303656288,ANDERSON,CA,96007,6895 EASTSIDE ROAD,370078,4,4,Sacramento,Sacramento,136.2,136.2,183.4,40.45803,-122.27783,A,AUTHORIZED FOR HIRE;EXEMPT FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=370078,fmcsa_census_az4n-8mr2
CAL ELECTRO INC,CAL ELECTRO INC,,bkpr@calelectroinc.com,5302235937,REDDING,CA,96002,3710 ELECTRO WAY,371054,2,2,Sacramento,Sacramento,141.5,141.5,188.2,40.52783,-122.31875,C,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=371054,fmcsa_census_az4n-8mr2
DEMAS FARMS,PETER DEMAS,DEMAS FARMS,tdemas3511@gmail.com,9167659054,NEWCASTLE,CA,95658,5755 FRUITVALE ROAD,371289,2,2,Sacramento,Sacramento,27.1,27.1,95.4,38.88118,-121.16901,A,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=371289,fmcsa_census_az4n-8mr2
PREMIER REFRIGERATED TRANSPORT LLC,PREMIER REFRIGERATED TRANSPORT LLC,,mpolansky@montmush.com,2813773306,WATSONVILLE,CA,95076,260 WESTGATE DRIVE,372795,88,88,Bay,Oakland,65.7,113.9,65.7,36.94626,-121.75648,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=372795,fmcsa_census_az4n-8mr2
SUSANVILLE TOWING,BRIAN T PHILLIPS,SUSANVILLE TOWING,susanvilletowing@gmail.com,5302575114,SUSANVILLE,CA,96130,2955 JOHNSTONVILLE RD,375058,10,10,Sacramento,Sacramento,142.9,142.9,208.2,40.55176,-120.67567,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=375058,fmcsa_census_az4n-8mr2
A M & S TRANSPORTATION CO,A M & S TRANSPORTATION CO,,will@amstrans.com,5102080279,OAKLAND,CA,94607,1700 24TH ST,376457,138,69,Bay,Oakland,1.7,69.2,1.7,37.80721,-122.3015,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=376457,fmcsa_census_az4n-8mr2
W J DATECH INC,DAYTECH AUTOMOTIVE,W J DATECH INC,wjdaytech@sbcglobal.net,7074295009,FAIRFIELD,CA,94533,1249 ILLINOIS STREET # 2,377872,5,5,Bay,Sacramento,34.6,34.6,35.9,38.28075,-122.00638,C,OTHER-UNKNOWN;AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=377872,fmcsa_census_az4n-8mr2
REBO TRUCKING SERVICE,STEPHEN M REBOTTARO,REBO TRUCKING SERVICE,srebotrucking@earthlink.net,7078945685,CLOVERDALE,CA,95425,121 W 1ST ST,380674,6,6,Bay,Oakland,82.5,86.3,82.5,38.82306,-123.06389,C,OTHER-UNKNOWN;AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=380674,fmcsa_census_az4n-8mr2
BAY AREA CONTAINER INC,BAY AREA CONTAINER INC,,jocelyn@bayareacontainer.com,5104282565,RICHMOND,CA,94803,4936 SWEETWOOD DRIVE,382250,4,4,Bay,Oakland,10.7,60.7,10.7,37.95955,-122.28358,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=382250,fmcsa_census_az4n-8mr2
MASSOLO TRUCKING LLC,MASSOLO TRUCKING LLC,,snelsonyuma@gmail.com,8314247205,SALINAS,CA,93908,18765 GOULD ROAD,383185,19,19,Bay,Oakland,87.8,133.5,87.8,36.65174,-121.59944,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=383185,fmcsa_census_az4n-8mr2
BUCKE'S FEED & GRAIN,JOHN R BUCKE,BUCKE'S FEED & GRAIN,buckesfeed@sbcglobal.net,5308654427,ORLAND,CA,95963,1308 RAILROAD AVE,385042,3,3,Sacramento,Sacramento,89.7,89.7,133.5,39.73631,-122.25934,C,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=385042,fmcsa_census_az4n-8mr2
IRRIGATION RENTALS INC,IRRIGATION RENTALS INC,,info@irrigationrentals.com,5305274001,RED BLUFF,CA,96080,535 ANTELOPE BLVD,387650,2,2,Sacramento,Sacramento,120.2,120.2,164.4,40.18189,-122.3771,A,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=387650,fmcsa_census_az4n-8mr2
SIERRA CHEMICAL COMPANY,RICHARD K GOULD INC,SIERRA CHEMICAL COMPANY,sierrachem@aol.com,9163078366,WEST SACRAMENTO,CA,95691,788 NORTHPORT DRIVE,387653,3,3,Sacramento,Sacramento,6.2,6.2,67.8,38.62795,-121.59329,B,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=387653,fmcsa_census_az4n-8mr2
CUSTOM FREIGHT SYSTEMS INC,CUSTOM FREIGHT SYSTEMS INC,,ssanchez@customfreight.com,5626963555,UNION CITY,CA,94587,30470 WHIPPLE RD. BUILDING B,388100,2,2,Bay,Oakland,19.6,73.4,19.6,37.60316,-122.01864,C,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=388100,fmcsa_census_az4n-8mr2
M BROCCO & SONS INC,M BROCCO & SONS INC,,broccotrucking@aol.com,7079967643,SONOMA,CA,95476,19660 ARNOLD DRIVE,388108,7,7,Bay,Oakland,32.5,57.4,32.5,38.24943,-122.46663,C,OTHER-DUST SUPRESSANT;AUTHORIZED FOR HIRE;EXEMPT FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=388108,fmcsa_census_az4n-8mr2
SYSCO SAN FRANCISCO INC,SYSCO SAN FRANCISCO INC,,dot.compliance@sysco.com,3464223019,FREMONT,CA,94538,5900 STEWART AVE,388115,142,142,Bay,Oakland,27.1,78.8,27.1,37.50137,-121.95675,C,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=388115,fmcsa_census_az4n-8mr2
WESTERN WOOD FABRICATORS INC,WESTERN WOOD FABRICATORS INC,,bstewart@wwftruss.com,9169915451,ELVERTA,CA,95626,3700 RIEGO RD,394698,6,6,Sacramento,Sacramento,10.6,10.6,77.6,38.73315,-121.46817,C,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=394698,fmcsa_census_az4n-8mr2
HAYWARD ELECTRIC CO,HAYWARD ELECTRIC CO,,pjd@haywardelectric.com,5107832994,HAYWARD,CA,94545,3150 DIABLO AVE,395414,9,9,Bay,Oakland,15.8,75.7,15.8,37.6059,-122.12687,A,"PRIVATE PROPERTY;PRIVATE PASSENGER, NON-BUSINESS",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=395414,fmcsa_census_az4n-8mr2
STRACHAN APIARIES INC,STRACHAN APIARIES INC,,tami@strachanbees.com,5306743881,YUBA CITY,CA,95993,2522 TIERRA BUENA RD,396963,13,13,Sacramento,Sacramento,36.0,36.0,93.9,39.0825,-121.68011,C,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=396963,fmcsa_census_az4n-8mr2
GREAT AMERICAN MOVERS,SACRAMENTO GAM ENTERPRISES INC,GREAT AMERICAN MOVERS,gamfallon@gmail.com,9163833288,SACRAMENTO,CA,95828,5901 E ALDER AVE,397786,4,4,Sacramento,Sacramento,8.3,8.3,67.1,38.48881,-121.39584,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=397786,fmcsa_census_az4n-8mr2
VIA ADVENTURES INC,VIA ADVENTURES INC,,lgonzalo@via-adventures.com,2093841315,MERCED,CA,95341,300 GROGAN AVE,399298,42,0,Stockton,Oakland,104.8,107.9,104.8,37.23105,-120.50107,A,"PRIVATE PASSENGER, BUSINESS;PRIVATE PASSENGER, NON-BUSINESS;AUTHORIZED FOR HIRE",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=399298,fmcsa_census_az4n-8mr2
COLUMBUS MANUFACTURING INC,COLUMBUS MANUFACTURING INC,,jrcontreras@columco.com,5109213400,HAYWARD,CA,94544,30977 SAN ANTONIO ST,399780,3,3,Bay,Oakland,16.6,72.3,16.6,37.63382,-122.0572,C,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=399780,fmcsa_census_az4n-8mr2
ED JOHNSON & SONS TRUCKING,GERALDINE M JOHNSON,ED JOHNSON & SONS TRUCKING,pansx@sbcglobal.net,2095784495,MODESTO,CA,95358,2708 HOBART WAY,399815,2,2,Stockton,Oakland,64.9,70.2,64.9,37.61261,-121.10857,C,U. S. MAIL,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=399815,fmcsa_census_az4n-8mr2
CHRISTY TRUCK LINES LLC,CHRISTY TRUCK LINES LLC,,christytruckingline2@yahoo.com,4157253049,OAKLAND,CA,94621,8105 EDGE WATER DR STE 218,403379,3,3,Bay,Oakland,4.9,69.7,4.9,37.74827,-122.21683,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=403379,fmcsa_census_az4n-8mr2
BENCHMARK ELECTRONICS INC,BENCHMARK ELECTRONICS INC,,jeremy.grasty@bench.com,9253631110,CONCORD,CA,94520,4041 PIKE LN,403598,8,8,Bay,Oakland,18.2,50.2,18.2,37.99529,-122.04063,A,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=403598,fmcsa_census_az4n-8mr2
CASSIL FREIGHT AND WAREHOUSING,CASSIL FREIGHT INC,CASSIL FREIGHT AND WAREHOUSING,info@cassilinc.com,7074377350,FAIRFIELD,CA,94533,2510 HUNTINGTON DR,405048,13,13,Bay,Sacramento,34.6,34.6,35.9,38.28075,-122.00638,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=405048,fmcsa_census_az4n-8mr2
P & R TRUCKING INC,P & R TRUCKING INC,,lorri@pandrtrucking.com,5108391602,BENICIA,CA,94510,3872 SPRIG DRIVE,405084,4,4,Bay,Oakland,21.6,48.2,21.6,38.09807,-122.13594,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=405084,fmcsa_census_az4n-8mr2
CASS INC,CASS INC,,sarah@customalloy.com,5108936476,OAKLAND,CA,94607,2730 PERALTA ST,409119,24,24,Bay,Oakland,1.7,69.2,1.7,37.80721,-122.3015,A,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=409119,fmcsa_census_az4n-8mr2
SIMCO ELECTRONICS,SIMCO ELECTRONICS,,marianne.bloomberg@simco.com,4087349750,SANTA CLARA,CA,95054,3131 JAY STREET SUITE 100,410929,2,2,Bay,Oakland,33.0,86.0,33.0,37.39349,-121.96467,C,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=410929,fmcsa_census_az4n-8mr2
SACRAMENTO MUNICIPAL UTILITY DISTRICT,SACRAMENTO MUNICIPAL UTILITY DISTRICT,,tiffany.navarrette@smud.org,9167325092,SACRAMENTO,CA,95817,6201 S STREET,411819,221,186,Sacramento,Sacramento,3.0,3.0,67.9,38.55055,-121.45637,B,"PRIVATE PASSENGER, BUSINESS;LOCAL GOVERNMENT",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=411819,fmcsa_census_az4n-8mr2
GARAVENTA ENTERPRISES INC,GARAVENTA ENTERPRISES INC,,tim.bredbenner@mdrr.com,9256713858,CONCORD,CA,94520,4050 MALLARD DR,414350,123,123,Bay,Oakland,18.2,50.2,18.2,37.99529,-122.04063,C,EXEMPT FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=414350,fmcsa_census_az4n-8mr2
BUTLER AMUSEMENTS INC,BUTLER AMUSEMENTS INC,,karla@butleramusements.com,2098262234,SANTA NELLA,CA,95322,14049 HWY # 33,418811,55,55,Bay,Oakland,81.3,101.1,81.3,37.1662,-121.02443,A,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=418811,fmcsa_census_az4n-8mr2
HALL'S EXCAVATING INC,HALL'S EXCAVATING INC,,office@halls-excavating.com,5302771094,TRUCKEE,CA,96161,10911 GLENSHIRE DRIVE,419504,3,3,Sacramento,Sacramento,85.6,85.6,152.6,39.31309,-120.20778,A,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=419504,fmcsa_census_az4n-8mr2
BOB GOMES TRUCKING LLC,BOB GOMES TRUCKING LLC,,bglgtrucking@gmail.com,2095388634,HUGHSON,CA,95326,2931 TULLY RD,419516,3,3,Sacramento,Sacramento,76.9,76.9,78.8,37.58892,-120.85524,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=419516,fmcsa_census_az4n-8mr2
ANTONINI FREIGHT EXPRESS INC,ANTONINI FREIGHT EXPRESS INC,,jwforest@antoniniusa.com,2094669041,STOCKTON,CA,95215,207 N CARDINAL AVE,419639,95,95,Stockton,Sacramento,47.4,47.4,61.6,37.94942,-121.15728,A,PRIVATE PROPERTY;AUTHORIZED FOR HIRE;EXEMPT FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=419639,fmcsa_census_az4n-8mr2
BEDROSIANS AND PARAGON TRUCKING,PARAGON INDUSTRIES INC,BEDROSIANS AND PARAGON TRUCKING,commdriver@bedrosians.com,5592755000,FRESNO,CA,93722,4285 N GOLDEN STATE BLVD,421535,65,65,Bay,Oakland,148.9,151.7,148.9,36.79936,-119.87479,A,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=421535,fmcsa_census_az4n-8mr2
ALLIED PROPANE TRANSPORTATION,ALLIED PROPANE TRANSPORTATION INC,ALLIED PROPANE TRANSPORTATION,dustin@alliedprogas.com,5102377077,RICHMOND,CA,94804,5000 SEAPORT AVENUE,422543,3,0,Bay,Oakland,8.6,65.0,8.6,37.91656,-122.34123,B,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=422543,fmcsa_census_az4n-8mr2
PAUL OIL COMPANY INC,PAUL OIL COMPANY INC,,cebker@pauloilcompany.com,2098472281,OAKDALE,CA,95361,524 N SIERRA AVE,423224,7,5,Sacramento,Sacramento,67.9,67.9,82.6,37.78724,-120.7592,A,EXEMPT FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=423224,fmcsa_census_az4n-8mr2
SIERRA GOLD NURSERIES,SIERRA GOLD NURSERIES,,sandeep@sgtrees.com,5306741145,YUBA CITY,CA,95991,5320 GARDEN HIGHWAY,425914,3,3,Sacramento,Sacramento,29.0,29.0,90.0,38.99419,-121.59459,A,PRIVATE PROPERTY;OTHER-SHIPPING AG PRODUCTS,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=425914,fmcsa_census_az4n-8mr2
GO DURKEE LOGISTICS,DURKEE DRAYAGE COMPANY,GO DURKEE LOGISTICS,ap@durkeedrayage.com,7076810219,BENICIA,CA,94510,539 STONE ROAD,426556,11,11,Bay,Oakland,21.6,48.2,21.6,38.09807,-122.13594,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=426556,fmcsa_census_az4n-8mr2
PETALUMA POULTRY,PETALUMA ACQUISITION LLC,PETALUMA POULTRY,jlink@colemannatural.com,7077631904,PETALUMA,CA,94954,2700 LAKEVILLE HWY,427446,23,23,Bay,Oakland,33.6,62.3,33.6,38.23501,-122.55733,C,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=427446,fmcsa_census_az4n-8mr2
U-HAUL,U-HAUL CO OF CALIFORNIA,U-HAUL,godfrey_hall@uhaul.com,6022636811,FREMONT,CA,94538,44511 GRIMMER BLVD,429332,163,163,Bay,Oakland,27.1,78.8,27.1,37.50137,-121.95675,A,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=429332,fmcsa_census_az4n-8mr2
RINCON TOWING INC,RINCON TOWING INC,,rincontowing@yahoo.com,9164522303,SACRAMENTO,CA,95816,1762 SANTA YNEZ WAY,429945,5,5,Sacramento,Sacramento,1.7,1.7,68.7,38.57158,-121.46646,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=429945,fmcsa_census_az4n-8mr2
BLUE EAGLE CONTRACTING INC,BLUE EAGLE CONTRACTING INC,,service@blueeaglecontracting.net,5302720287,GRASS VALLEY,CA,95945,113 PRESLEY WAY  STE #8,430230,24,24,Sacramento,Sacramento,50.9,50.9,119.1,39.19639,-120.97229,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=430230,fmcsa_census_az4n-8mr2
BETTENCOURT TRANSPORT INC,BETTENCOURT TRANSPORT INC,,office.bettencourt@gmail.com,,ROCKLIN,CA,95677,4504 YANKEE HILL COURT  STE 100,430232,70,35,Sacramento,Sacramento,20.1,20.1,88.3,38.79107,-121.23485,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=430232,fmcsa_census_az4n-8mr2
GIESBRECHT & SONS TRUCKING INC,GIESBRECHT & SONS TRUCKING INC,,sunsetdryer@gmail.com,5309342330,GLENN,CA,95943,8069 COUNTY ROAD 48,430233,4,4,Sacramento,Sacramento,75.1,75.1,123.7,39.58481,-122.0323,C,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=430233,fmcsa_census_az4n-8mr2
AL POMBO INC,AL POMBO INC,,pfatpombos@sbcglobal.net,5305874112,TRUCKEE,CA,96161,14825 OLD HWY 89,430276,4,4,Sacramento,Sacramento,85.6,85.6,152.6,39.31309,-120.20778,A,PRIVATE PROPERTY;EXEMPT FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=430276,fmcsa_census_az4n-8mr2
PALISADES TAHOE RESORT LLC,PALISADES TAHOE RESORT LLC,,bradrobinson@palisadestahoe.com,5304527210,OLYMPIC VALLEY,CA,96146,1960 SQUAW VALLEY RD,430302,13,6,Sacramento,Sacramento,79.9,79.9,146.1,39.19805,-120.23779,A,"PRIVATE PROPERTY;PRIVATE PASSENGER, BUSINESS;AUTHORIZED FOR HIRE",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=430302,fmcsa_census_az4n-8mr2
PALESTRO DISTRIBUTION CENTER,PDC TRANS INC,PALESTRO DISTRIBUTION CENTER,zech@prismlogistics.com,9255830200,STOCKTON,CA,95215,4686 FRONTIER WAY,430317,12,12,Stockton,Sacramento,47.4,47.4,61.6,37.94942,-121.15728,C,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=430317,fmcsa_census_az4n-8mr2
ALL WEATHER ARCHITECTURAL ALUMINUM INC,ALL WEATHER ARCHITECTURAL ALUMINUM INC,,www.allweatheraa.com,7074251600,VACAVILLE,CA,95688,777 ALDRIDGE ROAD,430329,8,8,Bay,Sacramento,31.0,31.0,43.9,38.40857,-122.02277,A,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=430329,fmcsa_census_az4n-8mr2
MCCOY TRUCK TIRE SERVICE CENTER INC,MCCOY TRUCK TIRE SERVICE CENTER INC,,richard.g@mccoytrucktire.com,2095216221,MODESTO,CA,95351,1407 LONE PALM AVE,432048,3,3,Stockton,Oakland,70.8,71.5,70.8,37.6236,-120.99632,A,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=432048,fmcsa_census_az4n-8mr2
