company,legal_name,dba_name,email,phone,city,state,zip,address,usdot,power_units,truck_units,metro,nearest_hub,mi_nearest,mi_sac,mi_oak,lat,lng,carrier_operation,classdef,safer_url,source
JR PIERCE PLUMBING CO,JR PIERCE PLUMBING COMPANY INC OF SACRAMENTO,JR PIERCE PLUMBING CO,manuelv@onlinejrp.com,9164349554,ROCKLIN,CA,95765,3610 CINCINNATI AVENUE,1688963,11,11,Sacramento,Sacramento,19.9,19.9,88.1,38.81555,-121.28017,C,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1688963,fmcsa_census_az4n-8mr2
TOGNOLI TRUCKING AND GRADING,RICHARD TOGNOLI,TOGNOLI TRUCKING AND GRADING,tognolitrucking@att.net,5308931427,FOREST RANCH,CA,95942,15933 COUNTRY LIVING  LANE,1689034,3,3,Sacramento,Sacramento,99.4,99.4,157.7,40.01945,-121.56664,C,EXEMPT FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1689034,fmcsa_census_az4n-8mr2
GLASSFAB TEMPERING SERVICES INC,GLASSFAB TEMPERING SERVICES INC,,kimberly@glassfabusa.com,2092291060,TRACY,CA,95304,8690 W LINNE RD,1689418,34,34,Stockton,Oakland,48.1,63.1,48.1,37.6711,-121.40656,A,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1689418,fmcsa_census_az4n-8mr2
LD TRANSPORTATION LLC,LD TRANSPORTATION LLC,,ldhazhaul@sbcglobal.net,7074494123,VACAVILLE,CA,95688,536 SANTA TERESA CT,1689422,8,8,Bay,Sacramento,31.0,31.0,43.9,38.40857,-122.02277,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1689422,fmcsa_census_az4n-8mr2
ASSOCIATED PLUMBING INC,ASSOCIATED PLUMBING INC,,as_plbg@msn.com,4088474406,GILROY,CA,95020,90 LEAVESLEY RD,1689671,3,3,San Jose,Oakland,67.1,108.1,67.1,37.01842,-121.55425,C,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1689671,fmcsa_census_az4n-8mr2
AM TELTEK INC,AM TELTEK INC,,afshin@amteltek.com,9253827600,RED WOOD CITY,CA,94062,20221 SKYLINE BLVD,1690222,9,9,Bay,Oakland,27.0,91.7,27.0,37.41369,-122.29534,C,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1690222,fmcsa_census_az4n-8mr2
MUNTZ INC,MUNTZ INC,,aaron@muntzinc.com,9168323588,GALT,CA,95632,9781 LIVE OAK CT,1690515,2,2,Sacramento,Sacramento,24.7,24.7,63.9,38.27445,-121.2592,A,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1690515,fmcsa_census_az4n-8mr2
K P TRUCKING,KHAM HOUNG PHETPHOMMASOUK,K P TRUCKING,kene_kham@yahoo.com,5108327929,OAKLAND,CA,94607,2430 WILLOW ST,1691538,2,2,Bay,Oakland,1.7,69.2,1.7,37.80721,-122.3015,C,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1691538,fmcsa_census_az4n-8mr2
OUTBACK UTILITIES INC,OUTBACK UTILITIES INC,,fleetcompliance@outback-inc.com,5305282225,RED BLUFF,CA,96080,13630 HWY 36 EAST,1691916,57,57,Sacramento,Sacramento,120.2,120.2,164.4,40.18189,-122.3771,C,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1691916,fmcsa_census_az4n-8mr2
BUDGET MOVERS,UNITED TRUCKERS INVESTMENT CORPORATION,BUDGET MOVERS,budgetmovers@att.net,6506371277,SAN CARLOS,CA,94070,575 BRAGATO ROAD,1692045,2,2,Bay,Oakland,21.3,86.1,21.3,37.49647,-122.27257,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1692045,fmcsa_census_az4n-8mr2
CLEARY TRANSPORTATION INC,CLEARY TRANSPORTATION INC,,robin.clearlytrn@gmail.com,3096528466,MODESTO,CA,95356,3821 SEMALLON DR,1692772,5,5,Stockton,Sacramento,64.7,64.7,67.9,37.71802,-121.03271,C,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1692772,fmcsa_census_az4n-8mr2
ODYSSEY ENGINEERING & EXPLORATION,TRIANGLE D ENTERPRISE,ODYSSEY ENGINEERING & EXPLORATION,odysseyblasting@yahoo.com,5592696098,MADERA,CA,93638,19515 ROAD 24,1692777,2,1,Sacramento,Sacramento,132.9,132.9,133.6,37.04343,-120.03369,B,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1692777,fmcsa_census_az4n-8mr2
AMERICAN RIVER GAS CO INC,AMERICAN RIVER GAS CO INC,,bobbyd@americanrivergas.com,5308887438,NEWCASTLE,CA,95658,10290 OPHIR RD,1694050,5,0,Sacramento,Sacramento,27.1,27.1,95.4,38.88118,-121.16901,B,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1694050,fmcsa_census_az4n-8mr2
C I TRANSPORT,CARLOS I ZAVALA,C I TRANSPORT,carlosisaias1876@gmail.com,5596301805,MENDOTA,CA,93640,215 J ST,1695163,4,4,Bay,Oakland,127.2,143.8,127.2,36.67268,-120.44652,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1695163,fmcsa_census_az4n-8mr2
SAHOTA TRANSPORT,SUKHJINDER SINGH SAHOTA,SAHOTA TRANSPORT,sahotatransport@gmail.com,2092771262,TURLOCK,CA,95382,4150 TAHAMA LN,1695503,2,2,Stockton,Oakland,79.9,80.7,79.9,37.52848,-120.85331,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1695503,fmcsa_census_az4n-8mr2
NGS TRUCKING INC,NGS TRUCKING INC,,ngstrucking@yahoo.com,2099231062,MANTECA,CA,95337,1732 CALA VITA PLACE,1695705,8,8,Stockton,Oakland,56.6,59.6,56.6,37.74304,-121.23838,A,OTHER-UNAUTHORIZ;AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1695705,fmcsa_census_az4n-8mr2
WINCREST VEHICLE TRANSPORT,WINCREST INC,WINCREST VEHICLE TRANSPORT,support@wincrestlogistics.com,2098321949,TRACY,CA,95377,1852 W 11TH ST # 522,1696175,2,2,Stockton,Oakland,42.2,62.7,42.2,37.67394,-121.51723,B,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1696175,fmcsa_census_az4n-8mr2
OM CARRIERS,OM CARRIERS INC,OM CARRIERS,om.trucking11@gmail.com,5306819702,ELK GROVE,CA,95758,9563 TARBERT DR,1696328,7,7,Sacramento,Sacramento,11.0,11.0,62.2,38.42781,-121.4447,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1696328,fmcsa_census_az4n-8mr2
DIRT DOG TRUCKING INC,DIRT DOG TRUCKING INC,,dirtdogtrucking.inc@gmail.com,7073653271,DIXON,CA,95620,6217 CLARK RD,1696818,4,4,Sacramento,Sacramento,18.4,18.4,50.5,38.41262,-121.75622,C,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1696818,fmcsa_census_az4n-8mr2
CVC EQUIPMENT LLC,CVC EQUIPMENT LLC,,cevangelista@concretevalue.com,9168526030,DIXON,CA,95620,7014 BUTTON LANE,1697325,41,41,Sacramento,Sacramento,18.4,18.4,50.5,38.41262,-121.75622,A,PRIVATE PROPERTY;OTHER-CONCRETE PUMP TRUCK,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1697325,fmcsa_census_az4n-8mr2
TAPATIO TRANSPORT,ELIAS RODRIGUEZ & JORGE CERVANTES,TAPATIO TRANSPORT,tapatiotransport@yahoo.com,2099922710,STOCKTON,CA,95205,2301 E MYRTLE ST UNIT  A,1697384,3,3,Stockton,Sacramento,44.5,44.5,56.3,37.96458,-121.25984,C,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1697384,fmcsa_census_az4n-8mr2
ASSOCIATED CONCRETE PUMPING,CALIFORNIA CONCRETE PUMPING,ASSOCIATED CONCRETE PUMPING,mike@associatedconcretepumping.com,9163837077,RANCHO CORDOVA,CA,95742,3365 MONIER CIRCLE,1698409,29,29,Sacramento,Sacramento,15.8,15.8,78.9,38.57778,-121.20179,A,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1698409,fmcsa_census_az4n-8mr2
MID MOVING & STORAGE INC,MID MOVING & STORAGE INC,,gary.p@midmovingstorage.com,8317571176,SALINAS,CA,93901,1350 DAYTON STREET,1699550,3,3,Bay,Oakland,88.2,134.6,88.2,36.63634,-121.62398,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1699550,fmcsa_census_az4n-8mr2
DIRECT STONE TOOL SUPPLY,DIRECT STONE TOOL SUPPLY,,keith@directstonesupply.com,4154505344,SAN LEANDRO,CA,94577,2400 TEA GARDEN STREET,1699713,12,12,Bay,Oakland,8.5,70.3,8.5,37.71328,-122.16735,C,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1699713,fmcsa_census_az4n-8mr2
AIR CONTAINER TRANSFER,ACT 2 SERVICES INC,AIR CONTAINER TRANSFER,dispatch@act3services.net,4154682220,BRISBANE,CA,94005,499 VALLEY DR UNIT B,1701515,60,60,Bay,Oakland,11.0,79.2,11.0,37.68883,-122.40893,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1701515,fmcsa_census_az4n-8mr2
AMERICAN ASPHALT REPAIR AND RESURFACING CO INC,AMERICAN ASPHALT REPAIR AND RESURFACING CO INC,,steve@americanasphalt.com,5107230280,HAYWARD,CA,94545,24200 CLAWITER ROAD,1701687,73,73,Bay,Oakland,15.8,75.7,15.8,37.6059,-122.12687,C,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1701687,fmcsa_census_az4n-8mr2
C&H VETERAN ENTERPRISES INC,C&H VETERAN ENTERPRISES INC,,sprintb51@yahoo.com,9163710148,WEST SACRAMENTO,CA,95691,3202 WEST CAPITOL AVE,1702380,5,5,Sacramento,Sacramento,6.2,6.2,67.8,38.62795,-121.59329,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1702380,fmcsa_census_az4n-8mr2
FLEENOR PAPER COMPANY,FLEENOR COMPANY INC,FLEENOR PAPER COMPANY,wlaska@fleenorpaper.com,5102140029,ALAMEDA,CA,94502,2225 HARBOR BAY PARKWAY,1703842,3,3,Bay,Oakland,4.8,71.2,4.8,37.73757,-122.24551,C,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1703842,fmcsa_census_az4n-8mr2
E K EXCAVATING INC,E K EXCAVATING INC,,kevin@ekexcavating.com,7079385172,SONOMA,CA,95476,22725 8TH STREET EAST,1704752,12,12,Bay,Oakland,32.5,57.4,32.5,38.24943,-122.46663,C,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1704752,fmcsa_census_az4n-8mr2
BRADYIFS,CENTRAL SANITARY SUPPLY LLC,BRADYIFS,rose.angulo@bradyindustries.com,2095233002,MODESTO,CA,95350,416 N 9TH ST,1705755,32,32,Stockton,Sacramento,68.2,68.2,69.7,37.67198,-121.00741,B,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1705755,fmcsa_census_az4n-8mr2
FOSTER DAIRY FARMS,FOSTER DAIRY FARMS,,lschneider@crystalcreamery.com,2095762326,MODESTO,CA,95351,529 KANSAS AVE,1706610,16,16,Stockton,Oakland,70.8,71.5,70.8,37.6236,-120.99632,C,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1706610,fmcsa_census_az4n-8mr2
ARBORWORKS LLC,ARBORWORKS LLC,,wsmith@arborworksinc.com,5596412434,OAKHURST,CA,93644,40266 JUNCTION DRIVE,1707831,315,315,Sacramento,Sacramento,131.2,131.2,147.4,37.37779,-119.63238,A,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1707831,fmcsa_census_az4n-8mr2
NORTHWEST FREIGHTWAY,NORTHWEST FREIGHTWAY INC,NORTHWEST FREIGHTWAY,romy@nwfreightway.com,5307515115,YUBA CITY,CA,95993,3241 INDUSTRIAL DR,1708037,33,33,Sacramento,Sacramento,36.0,36.0,93.9,39.0825,-121.68011,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1708037,fmcsa_census_az4n-8mr2
MATTHEWS SKYLINE LOGGING,MATTHEWS SKYLINE LOGGING,,matthews@pacific.net,7077432890,POTTER VALLEY,CA,95469,10100 EAST RD,1708801,3,3,Sacramento,Sacramento,100.7,100.7,117.5,39.39092,-123.05284,A,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1708801,fmcsa_census_az4n-8mr2
P B EXPRESS INC,P B EXPRESS INC,,pbx_916@yahoo.com,9163209456,SACRAMENTO,CA,95829,8324 MEDEIRS WAY,1708973,2,2,Sacramento,Sacramento,11.2,11.2,69.9,38.48954,-121.32345,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1708973,fmcsa_census_az4n-8mr2
SOUTHWICK & SON TRUCKING,SOUTHWICK & SON TRUCKING,,trucking@volcano.net,2092953683,PIONEER,CA,95666,22540 STATE HWY 88,1709931,7,7,Sacramento,Sacramento,60.5,60.5,114.3,38.52386,-120.37663,C,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1709931,fmcsa_census_az4n-8mr2
PACIFIC FREIGHT GROUPS INC,PACIFIC FREIGHT GROUPS INC,,pacificload@gmail.com,9165855050,ELK GROVE,CA,95624,9870 KEN DUFFY WAY,1710910,11,11,Sacramento,Sacramento,14.4,14.4,67.5,38.42751,-121.3149,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1710910,fmcsa_census_az4n-8mr2
LEVEL A SOLUTIONS INC,LEVEL A SOLUTIONS INC,,levelasolutions.inc@gmail.com,9252628270,MARTINEZ,CA,94533,5031 BLUM RD #2,1713103,13,13,Sacramento,Sacramento,34.6,34.6,35.9,38.28075,-122.00638,A,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1713103,fmcsa_census_az4n-8mr2
RARA TRUCKING,RAUL A RIVAS AGUIRRE,RARA TRUCKING,rara_trucking@yahoo.com,4084223861,SAN JOSE,CA,95117,1150 RANCHERO WAY #10,1714589,2,2,San Jose,Oakland,38.1,91.4,38.1,37.31118,-121.96187,C,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1714589,fmcsa_census_az4n-8mr2
CURZON TRANSPORTATION INC,CURZON TRANSPORTATION INC,,wesley@curzontransportation.com,2098257152,MANTECA,CA,95337,962  FOXFIRE DRIVE,1715033,5,5,Stockton,Oakland,56.6,59.6,56.6,37.74304,-121.23838,A,PRIVATE PROPERTY;LOCAL GOVERNMENT;STATE GOVERNMENT;AUTHORIZED FOR HIRE;FEDERAL GOVERNMENT,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1715033,fmcsa_census_az4n-8mr2
A & I,A & I EXPRESS INC,A & I,aa@aitruckingllc.com,,WATSONVILLE,CA,95076,123 LEE ROAD SUITE E,1715071,82,82,Bay,Oakland,65.7,113.9,65.7,36.94626,-121.75648,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1715071,fmcsa_census_az4n-8mr2
R & B TRUCKING INC,R & B TRUCKING INC,,rbtfresno@gmail.com,5592104106,FRESNO,CA,93722,4732 W CORNELL AVE,1715114,14,14,Bay,Oakland,148.9,151.7,148.9,36.79936,-119.87479,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1715114,fmcsa_census_az4n-8mr2
A & I,A & I TRANSPORT INC,A & I,aa@aitruckingllc.com,,WATSONVILLE,CA,95076,123 LEE ROAD SUITE E,1715348,63,63,Bay,Oakland,65.7,113.9,65.7,36.94626,-121.75648,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1715348,fmcsa_census_az4n-8mr2
CRANSTON STEEL STRUCTURES INC,CRANSTON STEEL STRUCTURES INC,,office@cranstonsteel.com,5306620966,WOODLAND,CA,95776,1209 COMMERCE AVE,1715397,7,5,Sacramento,Sacramento,13.7,13.7,69.1,38.69861,-121.69926,C,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1715397,fmcsa_census_az4n-8mr2
MOTOS TRANSPORTATION,NELSON MOTO,MOTOS TRANSPORTATION,nmoto@att.net,9162758571,SACRAMENTO,CA,95823,7300 MANDY DR,1715411,2,2,Sacramento,Sacramento,7.9,7.9,64.5,38.4741,-121.44345,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1715411,fmcsa_census_az4n-8mr2
DJUDJOS COMPANY,ARIF DZHUDZHO,DJUDJOS COMPANY,arifjrdjudjo@gmail.com,9258183755,CONCORD,CA,94521,1240 PLUMLEIGH LN,1716034,2,2,Bay,Oakland,20.1,50.0,20.1,37.95601,-121.95619,C,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1716034,fmcsa_census_az4n-8mr2
NATIONAL RECYCLING CORP,NATIONAL RECYCLING CORP,,nrc868@sbcglobal.net,5102681022,OAKLAND,CA,94607,1312 KIRKHAM ST,1716324,6,6,Bay,Oakland,1.7,69.2,1.7,37.80721,-122.3015,C,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1716324,fmcsa_census_az4n-8mr2
THE CHANG'S INTERNATIONAL INC,THE CHANG'S INTERNATIONAL INC,,xdmqls3814@sbcglobal.net,5108357870,OAKLAND,CA,94607,2505 POPLAR STREET,1716462,2,2,Bay,Oakland,1.7,69.2,1.7,37.80721,-122.3015,C,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1716462,fmcsa_census_az4n-8mr2
COMMERCIAL PRINTING,COMMERCE PRINTING SERVICES,COMMERCIAL PRINTING,angel@commerceprinting.com,9164428100,SACRAMENTO,CA,95825,322 NORTH 12TH STREET,1716685,2,2,Sacramento,Sacramento,4.7,4.7,71.8,38.5919,-121.40847,C,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1716685,fmcsa_census_az4n-8mr2
ACE TOUR,ACE XPRESS CHARTER CORP,ACE TOUR,kschang77@gmail.com,4153982987,SAN FRANCISCO,CA,94108,18 WAVERLY PLACE,1716857,3,0,Bay,Oakland,7.5,73.8,7.5,37.79201,-122.40857,C,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1716857,fmcsa_census_az4n-8mr2
MJF CARGO INC,MJF CARGO INC,,mjfcargo@gmail.com,9164169527,ELK GROVE,CA,95624,9365 MIKO CIR,1717167,10,10,Sacramento,Sacramento,14.4,14.4,67.5,38.42751,-121.3149,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1717167,fmcsa_census_az4n-8mr2
FERNANDO'S TRANSPORT LLC,FERNANDO'S TRANSPORT LLC,,salchipapa11@gmail.com,5107153410,ALAMEDA,CA,94501,611 TAYLOR AVE,1717322,2,2,Bay,Oakland,2.1,70.2,2.1,37.77379,-122.27811,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1717322,fmcsa_census_az4n-8mr2
US IMPORT EXPORT CORPORATION,US IMPORT EXPORT CORPORATION,,us.import@yahoo.com,5103838913,OAKLAND,CA,94603,9009 SAN LEANDRO STREET,1718142,5,5,Bay,Oakland,6.9,69.2,6.9,37.73653,-122.17945,C,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1718142,fmcsa_census_az4n-8mr2
VALLEY BROS TRANSPORTATION INC,VALLEY BROS TRANSPORTATION INC,,valleybros@yahoo.com,2094054663,STOCKTON,CA,95206,2320 PISA CIR,1721423,11,11,Stockton,Sacramento,46.0,46.0,47.2,37.91885,-121.41743,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1721423,fmcsa_census_az4n-8mr2
DURA CRANE INC,DURA CRANE INC,,tmiller@duracrane.com,5303652525,ANDERSON,CA,96007,5959 EAST STREET,1722338,5,5,Sacramento,Sacramento,136.2,136.2,183.4,40.45803,-122.27783,A,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1722338,fmcsa_census_az4n-8mr2
BAYVIEW ENVIRONMENTAL SERVICES INC,BAYVIEW ENVIRONMENTAL SERVICES INC,,spickett@bayviewservices.com,5105626181,OAKLAND,CA,94621,6925 SAN LEANDRO STREET,1722674,18,18,Bay,Oakland,4.9,69.7,4.9,37.74827,-122.21683,B,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1722674,fmcsa_census_az4n-8mr2
VILLEDA TRANSPORTATION,GELIO VILLEDA,VILLEDA TRANSPORTATION,villedatrans@yahoo.com,5108150406,SAN PABLO,CA,94806,2700 SARGENT AVE,1722952,3,3,Bay,Oakland,12.7,61.8,12.7,37.98079,-122.33763,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1722952,fmcsa_census_az4n-8mr2
OASIS EXPRESS INC,OASIS EXPRESS INC,,oasisexpressinc1@gmail.com,9162430201,SACRAMENTO,CA,95842,5325 ELKHORN BLVD # 337,1722953,2,2,Sacramento,Sacramento,10.7,10.7,78.9,38.68681,-121.34915,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1722953,fmcsa_census_az4n-8mr2
CAPITOL CITY STUCCO INC,CAPITOL CITY STUCCO INC,,kevins@leasuregroup.com,9167768715,SACRAMENTO,CA,95827,9980 HORN RD #200,1725134,6,6,Sacramento,Sacramento,9.4,9.4,73.1,38.55613,-121.32426,A,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1725134,fmcsa_census_az4n-8mr2
BALLY TRANSPORT INC,BALLY TRANSPORT INC,,ballytransport@yahoo.com,9166278743,SACRAMENTO,CA,95829,8880 SONOMA VALLEY WAY,1725181,9,9,Sacramento,Sacramento,11.2,11.2,69.9,38.48954,-121.32345,C,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1725181,fmcsa_census_az4n-8mr2
PS CARRIER,KASHMIR BAINS,PS CARRIER,parmbains20@gmail.com,9258728411,TRACY,CA,95377,2593 DANIEL HANSEN WAY,1725949,2,2,Stockton,Oakland,42.2,62.7,42.2,37.67394,-121.51723,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1725949,fmcsa_census_az4n-8mr2
INTEGRATED WASTESTREAM MANAGEMENT INC,INTEGRATED WASTESTREAM MANAGEMENT INC,,iwm-wtdelon@sbcglobal.net,4084331990,MILPITAS,CA,95035,950 AMES AVENUE,1726857,2,2,Bay,Oakland,33.2,81.2,33.2,37.44435,-121.86886,B,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1726857,fmcsa_census_az4n-8mr2
